Organism Latin Name,Level 1 Category,Level 2 Category,KEGG ID,Pathway Name,URL
Alnus glutinosa (common alder),Metabolism,Glycan biosynthesis and metabolism,ko00543,Exopolysaccharide biosynthesis,https://www.kegg.jp/pathway/aglu00543
Alnus glutinosa (common alder),Metabolism,Metabolism of cofactors and vitamins,ko00730,Thiamine metabolism,https://www.kegg.jp/pathway/aglu00730
Alnus glutinosa (common alder),Metabolism,Metabolism of cofactors and vitamins,ko00740,Riboflavin metabolism,https://www.kegg.jp/pathway/aglu00740
Alnus glutinosa (common alder),Metabolism,Metabolism of cofactors and vitamins,ko00750,Vitamin B6 metabolism,https://www.kegg.jp/pathway/aglu00750
Alnus glutinosa (common alder),Metabolism,Metabolism of cofactors and vitamins,ko00760,Nicotinate and nicotinamide metabolism,https://www.kegg.jp/pathway/aglu00760
Alnus glutinosa (common alder),Metabolism,Metabolism of cofactors and vitamins,ko00770,Pantothenate and CoA biosynthesis,https://www.kegg.jp/pathway/aglu00770
Alnus glutinosa (common alder),Metabolism,Metabolism of cofactors and vitamins,ko00780,Biotin metabolism,https://www.kegg.jp/pathway/aglu00780
Alnus glutinosa (common alder),Metabolism,Metabolism of cofactors and vitamins,ko00785,Lipoic acid metabolism,https://www.kegg.jp/pathway/aglu00785
Alnus glutinosa (common alder),Metabolism,Metabolism of cofactors and vitamins,ko00790,Folate biosynthesis,https://www.kegg.jp/pathway/aglu00790
Alnus glutinosa (common alder),Metabolism,Metabolism of cofactors and vitamins,ko00670,One carbon pool by folate,https://www.kegg.jp/pathway/aglu00670
Alnus glutinosa (common alder),Metabolism,Metabolism of cofactors and vitamins,ko00860,Porphyrin metabolism,https://www.kegg.jp/pathway/aglu00860
Alnus glutinosa (common alder),Metabolism,Metabolism of cofactors and vitamins,ko00130,Ubiquinone and other terpenoid-quinone biosynthesis,https://www.kegg.jp/pathway/aglu00130
Alnus glutinosa (common alder),Metabolism,Metabolism of terpenoids and polyketides,ko00900,Terpenoid backbone biosynthesis,https://www.kegg.jp/pathway/aglu00900
Alnus glutinosa (common alder),Metabolism,Metabolism of terpenoids and polyketides,ko00902,Monoterpenoid biosynthesis,https://www.kegg.jp/pathway/aglu00902
Alnus glutinosa (common alder),Metabolism,Metabolism of terpenoids and polyketides,ko00909,Sesquiterpenoid and triterpenoid biosynthesis,https://www.kegg.jp/pathway/aglu00909
Alnus glutinosa (common alder),Metabolism,Metabolism of terpenoids and polyketides,ko00904,Diterpenoid biosynthesis,https://www.kegg.jp/pathway/aglu00904
Alnus glutinosa (common alder),Metabolism,Metabolism of terpenoids and polyketides,ko00906,Carotenoid biosynthesis,https://www.kegg.jp/pathway/aglu00906
Alnus glutinosa (common alder),Metabolism,Metabolism of terpenoids and polyketides,ko00905,Brassinosteroid biosynthesis,https://www.kegg.jp/pathway/aglu00905
Alnus glutinosa (common alder),Metabolism,Metabolism of terpenoids and polyketides,ko00908,Zeatin biosynthesis,https://www.kegg.jp/pathway/aglu00908
Alnus glutinosa (common alder),Metabolism,Biosynthesis of other secondary metabolites,ko00940,Phenylpropanoid biosynthesis,https://www.kegg.jp/pathway/aglu00940
Alnus glutinosa (common alder),Metabolism,Biosynthesis of other secondary metabolites,ko00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",https://www.kegg.jp/pathway/aglu00945
Alnus glutinosa (common alder),Metabolism,Biosynthesis of other secondary metabolites,ko00941,Flavonoid biosynthesis,https://www.kegg.jp/pathway/aglu00941
Alnus glutinosa (common alder),Metabolism,Biosynthesis of other secondary metabolites,ko00944,Flavone and flavonol biosynthesis,https://www.kegg.jp/pathway/aglu00944
Alnus glutinosa (common alder),Metabolism,Biosynthesis of other secondary metabolites,ko00943,Isoflavonoid biosynthesis,https://www.kegg.jp/pathway/aglu00943
Alnus glutinosa (common alder),Metabolism,Biosynthesis of other secondary metabolites,ko00901,Indole alkaloid biosynthesis,https://www.kegg.jp/pathway/aglu00901
Alnus glutinosa (common alder),Metabolism,Biosynthesis of other secondary metabolites,ko00950,Isoquinoline alkaloid biosynthesis,https://www.kegg.jp/pathway/aglu00950
Alnus glutinosa (common alder),Metabolism,Biosynthesis of other secondary metabolites,ko00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",https://www.kegg.jp/pathway/aglu00960
Alnus glutinosa (common alder),Metabolism,Biosynthesis of other secondary metabolites,ko00232,Caffeine metabolism,https://www.kegg.jp/pathway/aglu00232
Alnus glutinosa (common alder),Metabolism,Biosynthesis of other secondary metabolites,ko00965,Betalain biosynthesis,https://www.kegg.jp/pathway/aglu00965
Alnus glutinosa (common alder),Metabolism,Biosynthesis of other secondary metabolites,ko00966,Glucosinolate biosynthesis,https://www.kegg.jp/pathway/aglu00966
Alnus glutinosa (common alder),Metabolism,Biosynthesis of other secondary metabolites,ko00261,Monobactam biosynthesis,https://www.kegg.jp/pathway/aglu00261
Alnus glutinosa (common alder),Metabolism,Biosynthesis of other secondary metabolites,ko00999,Biosynthesis of various plant secondary metabolites,https://www.kegg.jp/pathway/aglu00999
Alnus glutinosa (common alder),Genetic Information Processing,Transcription,ko03020,RNA polymerase,https://www.kegg.jp/pathway/aglu03020
Alnus glutinosa (common alder),Genetic Information Processing,Transcription,ko03022,Basal transcription factors,https://www.kegg.jp/pathway/aglu03022
Alnus glutinosa (common alder),Genetic Information Processing,Transcription,ko03040,Spliceosome,https://www.kegg.jp/pathway/aglu03040
Alnus glutinosa (common alder),Genetic Information Processing,Translation,ko03010,Ribosome,https://www.kegg.jp/pathway/aglu03010
Alnus glutinosa (common alder),Genetic Information Processing,Translation,ko00970,Aminoacyl-tRNA biosynthesis,https://www.kegg.jp/pathway/aglu00970
Alnus glutinosa (common alder),Genetic Information Processing,Translation,ko03013,Nucleocytoplasmic transport,https://www.kegg.jp/pathway/aglu03013
Alnus glutinosa (common alder),Genetic Information Processing,Translation,ko03015,mRNA surveillance pathway,https://www.kegg.jp/pathway/aglu03015
Alnus glutinosa (common alder),Genetic Information Processing,Translation,ko03008,Ribosome biogenesis in eukaryotes,https://www.kegg.jp/pathway/aglu03008
Alnus glutinosa (common alder),Genetic Information Processing,"Folding, sorting and degradation",ko03060,Protein export,https://www.kegg.jp/pathway/aglu03060
Alnus glutinosa (common alder),Genetic Information Processing,"Folding, sorting and degradation",ko04141,Protein processing in endoplasmic reticulum,https://www.kegg.jp/pathway/aglu04141
Alnus glutinosa (common alder),Genetic Information Processing,"Folding, sorting and degradation",ko04130,SNARE interactions in vesicular transport,https://www.kegg.jp/pathway/aglu04130
Alnus glutinosa (common alder),Genetic Information Processing,"Folding, sorting and degradation",ko04120,Ubiquitin mediated proteolysis,https://www.kegg.jp/pathway/aglu04120
Alnus glutinosa (common alder),Genetic Information Processing,"Folding, sorting and degradation",ko04122,Sulfur relay system,https://www.kegg.jp/pathway/aglu04122
Alnus glutinosa (common alder),Genetic Information Processing,"Folding, sorting and degradation",ko03050,Proteasome,https://www.kegg.jp/pathway/aglu03050
Alnus glutinosa (common alder),Genetic Information Processing,"Folding, sorting and degradation",ko03018,RNA degradation,https://www.kegg.jp/pathway/aglu03018
Alnus glutinosa (common alder),Genetic Information Processing,Replication and repair,ko03030,DNA replication,https://www.kegg.jp/pathway/aglu03030
Alnus glutinosa (common alder),Genetic Information Processing,Replication and repair,ko03410,Base excision repair,https://www.kegg.jp/pathway/aglu03410
Alnus glutinosa (common alder),Genetic Information Processing,Replication and repair,ko03420,Nucleotide excision repair,https://www.kegg.jp/pathway/aglu03420
Alnus glutinosa (common alder),Genetic Information Processing,Replication and repair,ko03430,Mismatch repair,https://www.kegg.jp/pathway/aglu03430
Alnus glutinosa (common alder),Genetic Information Processing,Replication and repair,ko03440,Homologous recombination,https://www.kegg.jp/pathway/aglu03440
Alnus glutinosa (common alder),Genetic Information Processing,Replication and repair,ko03450,Non-homologous end-joining,https://www.kegg.jp/pathway/aglu03450
Alnus glutinosa (common alder),Genetic Information Processing,Replication and repair,ko03460,Fanconi anemia pathway,https://www.kegg.jp/pathway/aglu03460
Alnus glutinosa (common alder),Genetic Information Processing,Chromosome,ko03082,ATP-dependent chromatin remodeling,https://www.kegg.jp/pathway/aglu03082
Alnus glutinosa (common alder),Genetic Information Processing,Chromosome,ko03083,Polycomb repressive complex,https://www.kegg.jp/pathway/aglu03083
Alnus glutinosa (common alder),Genetic Information Processing,Information processing in viruses,ko03250,Viral life cycle - HIV-1,https://www.kegg.jp/pathway/aglu03250
Alnus glutinosa (common alder),Genetic Information Processing,Information processing in viruses,ko03272,Virion - Hepatitis viruses,https://www.kegg.jp/pathway/aglu03272
Alnus glutinosa (common alder),Environmental Information Processing,Membrane transport,ko02010,ABC transporters,https://www.kegg.jp/pathway/aglu02010
Alnus glutinosa (common alder),Environmental Information Processing,Signal transduction,ko04016,MAPK signaling pathway - plant,https://www.kegg.jp/pathway/aglu04016
Alnus glutinosa (common alder),Environmental Information Processing,Signal transduction,ko04070,Phosphatidylinositol signaling system,https://www.kegg.jp/pathway/aglu04070
Alnus glutinosa (common alder),Environmental Information Processing,Signal transduction,ko04075,Plant hormone signal transduction,https://www.kegg.jp/pathway/aglu04075
Alnus glutinosa (common alder),Environmental Information Processing,Signaling molecules and interaction,ko04082,Neuroactive ligand signaling,https://www.kegg.jp/pathway/aglu04082
Alnus glutinosa (common alder),Environmental Information Processing,Signaling molecules and interaction,ko04081,Hormone signaling,https://www.kegg.jp/pathway/aglu04081
Alnus glutinosa (common alder),Cellular Processes,Transport and catabolism,ko04144,Endocytosis,https://www.kegg.jp/pathway/aglu04144
Alnus glutinosa (common alder),Cellular Processes,Transport and catabolism,ko04145,Phagosome,https://www.kegg.jp/pathway/aglu04145
Alnus glutinosa (common alder),Cellular Processes,Transport and catabolism,ko04142,Lysosome,https://www.kegg.jp/pathway/aglu04142
Alnus glutinosa (common alder),Cellular Processes,Transport and catabolism,ko04146,Peroxisome,https://www.kegg.jp/pathway/aglu04146
Alnus glutinosa (common alder),Cellular Processes,Transport and catabolism,ko04136,Autophagy - other,https://www.kegg.jp/pathway/aglu04136
Alnus glutinosa (common alder),Cellular Processes,Transport and catabolism,ko04148,Efferocytosis,https://www.kegg.jp/pathway/aglu04148
Alnus glutinosa (common alder),Cellular Processes,Cell motility,ko04814,Motor proteins,https://www.kegg.jp/pathway/aglu04814
Alnus glutinosa (common alder),Cellular Processes,Cell motility,ko04820,Cytoskeleton in muscle cells,https://www.kegg.jp/pathway/aglu04820
Alnus glutinosa (common alder),Organismal Systems,Immune system,ko04620,Toll-like receptor signaling pathway,https://www.kegg.jp/pathway/aglu04620
Alnus glutinosa (common alder),Organismal Systems,Digestive system,ko04977,Vitamin digestion and absorption,https://www.kegg.jp/pathway/aglu04977
Alnus glutinosa (common alder),Organismal Systems,Digestive system,ko04981,Folate transport and metabolism,https://www.kegg.jp/pathway/aglu04981
Alnus glutinosa (common alder),Organismal Systems,Development and regeneration,ko04382,Cornified envelope formation,https://www.kegg.jp/pathway/aglu04382
Alnus glutinosa (common alder),Organismal Systems,Environmental adaptation,ko04712,Circadian rhythm - plant,https://www.kegg.jp/pathway/aglu04712
Alnus glutinosa (common alder),Organismal Systems,Environmental adaptation,ko04626,Plant-pathogen interaction,https://www.kegg.jp/pathway/aglu04626
Alnus glutinosa (common alder),Human Diseases,Infectious disease: bacterial,ko05100,Bacterial invasion of epithelial cells,https://www.kegg.jp/pathway/aglu05100
Quercus suber (cork oak),Metabolism,Global and overview maps,ko01100,Metabolic pathways,https://www.kegg.jp/pathway/qsu01100
Quercus suber (cork oak),Metabolism,Global and overview maps,ko01110,Biosynthesis of secondary metabolites,https://www.kegg.jp/pathway/qsu01110
Quercus suber (cork oak),Metabolism,Global and overview maps,ko01200,Carbon metabolism,https://www.kegg.jp/pathway/qsu01200
Quercus suber (cork oak),Metabolism,Global and overview maps,ko01210,2-Oxocarboxylic acid metabolism,https://www.kegg.jp/pathway/qsu01210
Quercus suber (cork oak),Metabolism,Global and overview maps,ko01212,Fatty acid metabolism,https://www.kegg.jp/pathway/qsu01212
Quercus suber (cork oak),Metabolism,Global and overview maps,ko01230,Biosynthesis of amino acids,https://www.kegg.jp/pathway/qsu01230
Quercus suber (cork oak),Metabolism,Global and overview maps,ko01232,Nucleotide metabolism,https://www.kegg.jp/pathway/qsu01232
Quercus suber (cork oak),Metabolism,Global and overview maps,ko01250,Biosynthesis of nucleotide sugars,https://www.kegg.jp/pathway/qsu01250
Quercus suber (cork oak),Metabolism,Global and overview maps,ko01240,Biosynthesis of cofactors,https://www.kegg.jp/pathway/qsu01240
Quercus suber (cork oak),Metabolism,Global and overview maps,ko01310,Nitrogen cycle,https://www.kegg.jp/pathway/qsu01310
Quercus suber (cork oak),Metabolism,Global and overview maps,ko01320,Sulfur cycle,https://www.kegg.jp/pathway/qsu01320
Quercus suber (cork oak),Metabolism,Carbohydrate metabolism,ko00010,Glycolysis / Gluconeogenesis,https://www.kegg.jp/pathway/qsu00010
Quercus suber (cork oak),Metabolism,Carbohydrate metabolism,ko00020,Citrate cycle (TCA cycle),https://www.kegg.jp/pathway/qsu00020
Quercus suber (cork oak),Metabolism,Carbohydrate metabolism,ko00030,Pentose phosphate pathway,https://www.kegg.jp/pathway/qsu00030
Quercus suber (cork oak),Metabolism,Carbohydrate metabolism,ko00040,Pentose and glucuronate interconversions,https://www.kegg.jp/pathway/qsu00040
Quercus suber (cork oak),Metabolism,Carbohydrate metabolism,ko00051,Fructose and mannose metabolism,https://www.kegg.jp/pathway/qsu00051
Quercus suber (cork oak),Metabolism,Carbohydrate metabolism,ko00052,Galactose metabolism,https://www.kegg.jp/pathway/qsu00052
Quercus suber (cork oak),Metabolism,Carbohydrate metabolism,ko00053,Ascorbate and aldarate metabolism,https://www.kegg.jp/pathway/qsu00053
Quercus suber (cork oak),Metabolism,Carbohydrate metabolism,ko00500,Starch and sucrose metabolism,https://www.kegg.jp/pathway/qsu00500
Quercus suber (cork oak),Metabolism,Carbohydrate metabolism,ko00620,Pyruvate metabolism,https://www.kegg.jp/pathway/qsu00620
Quercus suber (cork oak),Metabolism,Carbohydrate metabolism,ko00630,Glyoxylate and dicarboxylate metabolism,https://www.kegg.jp/pathway/qsu00630
Quercus suber (cork oak),Metabolism,Carbohydrate metabolism,ko00640,Propanoate metabolism,https://www.kegg.jp/pathway/qsu00640
Quercus suber (cork oak),Metabolism,Carbohydrate metabolism,ko00650,Butanoate metabolism,https://www.kegg.jp/pathway/qsu00650
Quercus suber (cork oak),Metabolism,Carbohydrate metabolism,ko00660,C5-Branched dibasic acid metabolism,https://www.kegg.jp/pathway/qsu00660
Quercus suber (cork oak),Metabolism,Carbohydrate metabolism,ko00562,Inositol phosphate metabolism,https://www.kegg.jp/pathway/qsu00562
Quercus suber (cork oak),Metabolism,Energy metabolism,ko00190,Oxidative phosphorylation,https://www.kegg.jp/pathway/qsu00190
Quercus suber (cork oak),Metabolism,Energy metabolism,ko00195,Photosynthesis,https://www.kegg.jp/pathway/qsu00195
Quercus suber (cork oak),Metabolism,Energy metabolism,ko00196,Photosynthesis - antenna proteins,https://www.kegg.jp/pathway/qsu00196
Quercus suber (cork oak),Metabolism,Energy metabolism,ko00710,Carbon fixation by Calvin cycle,https://www.kegg.jp/pathway/qsu00710
Quercus suber (cork oak),Metabolism,Energy metabolism,ko00910,Nitrogen metabolism,https://www.kegg.jp/pathway/qsu00910
Quercus suber (cork oak),Metabolism,Energy metabolism,ko00920,Sulfur metabolism,https://www.kegg.jp/pathway/qsu00920
Quercus suber (cork oak),Metabolism,Lipid metabolism,ko00061,Fatty acid biosynthesis,https://www.kegg.jp/pathway/qsu00061
Quercus suber (cork oak),Metabolism,Lipid metabolism,ko00062,Fatty acid elongation,https://www.kegg.jp/pathway/qsu00062
Quercus suber (cork oak),Metabolism,Lipid metabolism,ko00071,Fatty acid degradation,https://www.kegg.jp/pathway/qsu00071
Quercus suber (cork oak),Metabolism,Lipid metabolism,ko00073,"Cutin, suberine and wax biosynthesis",https://www.kegg.jp/pathway/qsu00073
Quercus suber (cork oak),Metabolism,Lipid metabolism,ko00100,Steroid biosynthesis,https://www.kegg.jp/pathway/qsu00100
Quercus suber (cork oak),Metabolism,Lipid metabolism,ko00561,Glycerolipid metabolism,https://www.kegg.jp/pathway/qsu00561
Quercus suber (cork oak),Metabolism,Lipid metabolism,ko00564,Glycerophospholipid metabolism,https://www.kegg.jp/pathway/qsu00564
Quercus suber (cork oak),Metabolism,Lipid metabolism,ko00565,Ether lipid metabolism,https://www.kegg.jp/pathway/qsu00565
Quercus suber (cork oak),Metabolism,Lipid metabolism,ko00600,Sphingolipid metabolism,https://www.kegg.jp/pathway/qsu00600
Quercus suber (cork oak),Metabolism,Lipid metabolism,ko00590,Arachidonic acid metabolism,https://www.kegg.jp/pathway/qsu00590
Quercus suber (cork oak),Metabolism,Lipid metabolism,ko00591,Linoleic acid metabolism,https://www.kegg.jp/pathway/qsu00591
Quercus suber (cork oak),Metabolism,Lipid metabolism,ko00592,alpha-Linolenic acid metabolism,https://www.kegg.jp/pathway/qsu00592
Quercus suber (cork oak),Metabolism,Lipid metabolism,ko01040,Biosynthesis of unsaturated fatty acids,https://www.kegg.jp/pathway/qsu01040
Quercus suber (cork oak),Metabolism,Nucleotide metabolism,ko00230,Purine metabolism,https://www.kegg.jp/pathway/qsu00230
Quercus suber (cork oak),Metabolism,Nucleotide metabolism,ko00240,Pyrimidine metabolism,https://www.kegg.jp/pathway/qsu00240
Quercus suber (cork oak),Metabolism,Amino acid metabolism,ko00250,"Alanine, aspartate and glutamate metabolism",https://www.kegg.jp/pathway/qsu00250
Quercus suber (cork oak),Metabolism,Amino acid metabolism,ko00260,"Glycine, serine and threonine metabolism",https://www.kegg.jp/pathway/qsu00260
Quercus suber (cork oak),Metabolism,Amino acid metabolism,ko00270,Cysteine and methionine metabolism,https://www.kegg.jp/pathway/qsu00270
Quercus suber (cork oak),Metabolism,Amino acid metabolism,ko00280,"Valine, leucine and isoleucine degradation",https://www.kegg.jp/pathway/qsu00280
Quercus suber (cork oak),Metabolism,Amino acid metabolism,ko00290,"Valine, leucine and isoleucine biosynthesis",https://www.kegg.jp/pathway/qsu00290
Quercus suber (cork oak),Metabolism,Amino acid metabolism,ko00300,Lysine biosynthesis,https://www.kegg.jp/pathway/qsu00300
Quercus suber (cork oak),Metabolism,Amino acid metabolism,ko00310,Lysine degradation,https://www.kegg.jp/pathway/qsu00310
Quercus suber (cork oak),Metabolism,Amino acid metabolism,ko00220,Arginine biosynthesis,https://www.kegg.jp/pathway/qsu00220
Quercus suber (cork oak),Metabolism,Amino acid metabolism,ko00330,Arginine and proline metabolism,https://www.kegg.jp/pathway/qsu00330
Quercus suber (cork oak),Metabolism,Amino acid metabolism,ko00340,Histidine metabolism,https://www.kegg.jp/pathway/qsu00340
Quercus suber (cork oak),Metabolism,Amino acid metabolism,ko00350,Tyrosine metabolism,https://www.kegg.jp/pathway/qsu00350
Quercus suber (cork oak),Metabolism,Amino acid metabolism,ko00360,Phenylalanine metabolism,https://www.kegg.jp/pathway/qsu00360
Quercus suber (cork oak),Metabolism,Amino acid metabolism,ko00380,Tryptophan metabolism,https://www.kegg.jp/pathway/qsu00380
Quercus suber (cork oak),Metabolism,Amino acid metabolism,ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",https://www.kegg.jp/pathway/qsu00400
Quercus suber (cork oak),Metabolism,Metabolism of other amino acids,ko00410,beta-Alanine metabolism,https://www.kegg.jp/pathway/qsu00410
Quercus suber (cork oak),Metabolism,Metabolism of other amino acids,ko00430,Taurine and hypotaurine metabolism,https://www.kegg.jp/pathway/qsu00430
Quercus suber (cork oak),Metabolism,Metabolism of other amino acids,ko00440,Phosphonate and phosphinate metabolism,https://www.kegg.jp/pathway/qsu00440
Quercus suber (cork oak),Metabolism,Metabolism of other amino acids,ko00450,Selenocompound metabolism,https://www.kegg.jp/pathway/qsu00450
Quercus suber (cork oak),Metabolism,Metabolism of other amino acids,ko00460,Cyanoamino acid metabolism,https://www.kegg.jp/pathway/qsu00460
Quercus suber (cork oak),Metabolism,Metabolism of other amino acids,ko00470,D-Amino acid metabolism,https://www.kegg.jp/pathway/qsu00470
Quercus suber (cork oak),Metabolism,Metabolism of other amino acids,ko00480,Glutathione metabolism,https://www.kegg.jp/pathway/qsu00480
Quercus suber (cork oak),Metabolism,Glycan biosynthesis and metabolism,ko00520,Amino sugar and nucleotide sugar metabolism,https://www.kegg.jp/pathway/qsu00520
Quercus suber (cork oak),Metabolism,Glycan biosynthesis and metabolism,ko00541,Biosynthesis of various nucleotide sugars,https://www.kegg.jp/pathway/qsu00541
Quercus suber (cork oak),Metabolism,Glycan biosynthesis and metabolism,ko00510,N-Glycan biosynthesis,https://www.kegg.jp/pathway/qsu00510
Quercus suber (cork oak),Metabolism,Glycan biosynthesis and metabolism,ko00513,Various types of N-glycan biosynthesis,https://www.kegg.jp/pathway/qsu00513
Quercus suber (cork oak),Metabolism,Glycan biosynthesis and metabolism,ko00514,Other types of O-glycan biosynthesis,https://www.kegg.jp/pathway/qsu00514
Quercus suber (cork oak),Metabolism,Glycan biosynthesis and metabolism,ko00531,Glycosaminoglycan degradation,https://www.kegg.jp/pathway/qsu00531
Quercus suber (cork oak),Metabolism,Glycan biosynthesis and metabolism,ko00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,https://www.kegg.jp/pathway/qsu00563
Quercus suber (cork oak),Metabolism,Glycan biosynthesis and metabolism,ko00601,Glycosphingolipid biosynthesis - lacto and neolacto series,https://www.kegg.jp/pathway/qsu00601
Quercus suber (cork oak),Metabolism,Glycan biosynthesis and metabolism,ko00603,Glycosphingolipid biosynthesis - globo and isoglobo series,https://www.kegg.jp/pathway/qsu00603
Quercus suber (cork oak),Metabolism,Glycan biosynthesis and metabolism,ko00604,Glycosphingolipid biosynthesis - ganglio series,https://www.kegg.jp/pathway/qsu00604
Quercus suber (cork oak),Metabolism,Glycan biosynthesis and metabolism,ko00511,Other glycan degradation,https://www.kegg.jp/pathway/qsu00511
Quercus suber (cork oak),Metabolism,Glycan biosynthesis and metabolism,ko00540,Lipopolysaccharide biosynthesis,https://www.kegg.jp/pathway/qsu00540
Quercus suber (cork oak),Metabolism,Glycan biosynthesis and metabolism,ko00543,Exopolysaccharide biosynthesis,https://www.kegg.jp/pathway/qsu00543
Quercus suber (cork oak),Metabolism,Metabolism of cofactors and vitamins,ko00730,Thiamine metabolism,https://www.kegg.jp/pathway/qsu00730
Quercus suber (cork oak),Metabolism,Metabolism of cofactors and vitamins,ko00740,Riboflavin metabolism,https://www.kegg.jp/pathway/qsu00740
Quercus suber (cork oak),Metabolism,Metabolism of cofactors and vitamins,ko00750,Vitamin B6 metabolism,https://www.kegg.jp/pathway/qsu00750
Quercus suber (cork oak),Metabolism,Metabolism of cofactors and vitamins,ko00760,Nicotinate and nicotinamide metabolism,https://www.kegg.jp/pathway/qsu00760
Quercus suber (cork oak),Metabolism,Metabolism of cofactors and vitamins,ko00770,Pantothenate and CoA biosynthesis,https://www.kegg.jp/pathway/qsu00770
Quercus suber (cork oak),Metabolism,Metabolism of cofactors and vitamins,ko00780,Biotin metabolism,https://www.kegg.jp/pathway/qsu00780
Quercus suber (cork oak),Metabolism,Metabolism of cofactors and vitamins,ko00785,Lipoic acid metabolism,https://www.kegg.jp/pathway/qsu00785
Quercus suber (cork oak),Metabolism,Metabolism of cofactors and vitamins,ko00790,Folate biosynthesis,https://www.kegg.jp/pathway/qsu00790
Quercus suber (cork oak),Metabolism,Metabolism of cofactors and vitamins,ko00670,One carbon pool by folate,https://www.kegg.jp/pathway/qsu00670
Quercus suber (cork oak),Metabolism,Metabolism of cofactors and vitamins,ko00860,Porphyrin metabolism,https://www.kegg.jp/pathway/qsu00860
Quercus suber (cork oak),Metabolism,Metabolism of cofactors and vitamins,ko00130,Ubiquinone and other terpenoid-quinone biosynthesis,https://www.kegg.jp/pathway/qsu00130
Quercus suber (cork oak),Metabolism,Metabolism of terpenoids and polyketides,ko00900,Terpenoid backbone biosynthesis,https://www.kegg.jp/pathway/qsu00900
Quercus suber (cork oak),Metabolism,Metabolism of terpenoids and polyketides,ko00902,Monoterpenoid biosynthesis,https://www.kegg.jp/pathway/qsu00902
Quercus suber (cork oak),Metabolism,Metabolism of terpenoids and polyketides,ko00909,Sesquiterpenoid and triterpenoid biosynthesis,https://www.kegg.jp/pathway/qsu00909
Quercus suber (cork oak),Metabolism,Metabolism of terpenoids and polyketides,ko00904,Diterpenoid biosynthesis,https://www.kegg.jp/pathway/qsu00904
Quercus suber (cork oak),Metabolism,Metabolism of terpenoids and polyketides,ko00906,Carotenoid biosynthesis,https://www.kegg.jp/pathway/qsu00906
Quercus suber (cork oak),Metabolism,Metabolism of terpenoids and polyketides,ko00905,Brassinosteroid biosynthesis,https://www.kegg.jp/pathway/qsu00905
Quercus suber (cork oak),Metabolism,Metabolism of terpenoids and polyketides,ko00908,Zeatin biosynthesis,https://www.kegg.jp/pathway/qsu00908
Quercus suber (cork oak),Metabolism,Biosynthesis of other secondary metabolites,ko00940,Phenylpropanoid biosynthesis,https://www.kegg.jp/pathway/qsu00940
Quercus suber (cork oak),Metabolism,Biosynthesis of other secondary metabolites,ko00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",https://www.kegg.jp/pathway/qsu00945
Quercus suber (cork oak),Metabolism,Biosynthesis of other secondary metabolites,ko00941,Flavonoid biosynthesis,https://www.kegg.jp/pathway/qsu00941
Quercus suber (cork oak),Metabolism,Biosynthesis of other secondary metabolites,ko00944,Flavone and flavonol biosynthesis,https://www.kegg.jp/pathway/qsu00944
Quercus suber (cork oak),Metabolism,Biosynthesis of other secondary metabolites,ko00942,Anthocyanin biosynthesis,https://www.kegg.jp/pathway/qsu00942
Quercus suber (cork oak),Metabolism,Biosynthesis of other secondary metabolites,ko00943,Isoflavonoid biosynthesis,https://www.kegg.jp/pathway/qsu00943
Quercus suber (cork oak),Metabolism,Biosynthesis of other secondary metabolites,ko00901,Indole alkaloid biosynthesis,https://www.kegg.jp/pathway/qsu00901
Quercus suber (cork oak),Metabolism,Biosynthesis of other secondary metabolites,ko00950,Isoquinoline alkaloid biosynthesis,https://www.kegg.jp/pathway/qsu00950
Quercus suber (cork oak),Metabolism,Biosynthesis of other secondary metabolites,ko00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",https://www.kegg.jp/pathway/qsu00960
Quercus suber (cork oak),Metabolism,Biosynthesis of other secondary metabolites,ko00232,Caffeine metabolism,https://www.kegg.jp/pathway/qsu00232
Quercus suber (cork oak),Metabolism,Biosynthesis of other secondary metabolites,ko00965,Betalain biosynthesis,https://www.kegg.jp/pathway/qsu00965
Quercus suber (cork oak),Metabolism,Biosynthesis of other secondary metabolites,ko00966,Glucosinolate biosynthesis,https://www.kegg.jp/pathway/qsu00966
Quercus suber (cork oak),Metabolism,Biosynthesis of other secondary metabolites,ko00261,Monobactam biosynthesis,https://www.kegg.jp/pathway/qsu00261
Quercus suber (cork oak),Metabolism,Biosynthesis of other secondary metabolites,ko00999,Biosynthesis of various plant secondary metabolites,https://www.kegg.jp/pathway/qsu00999
Quercus suber (cork oak),Genetic Information Processing,Transcription,ko03020,RNA polymerase,https://www.kegg.jp/pathway/qsu03020
Quercus suber (cork oak),Genetic Information Processing,Transcription,ko03022,Basal transcription factors,https://www.kegg.jp/pathway/qsu03022
Quercus suber (cork oak),Genetic Information Processing,Transcription,ko03040,Spliceosome,https://www.kegg.jp/pathway/qsu03040
Quercus suber (cork oak),Genetic Information Processing,Translation,ko03010,Ribosome,https://www.kegg.jp/pathway/qsu03010
Quercus suber (cork oak),Genetic Information Processing,Translation,ko00970,Aminoacyl-tRNA biosynthesis,https://www.kegg.jp/pathway/qsu00970
